,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
307,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,0.30000000000000004
308,,,,,,,,,
309,rds_cpu_utilization_cc0c53.csv,0,Gaussian,1.0,0,Gaussian,1.0,1,
310,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,0.4
311,,,,,,,,,
312,rds_cpu_utilization_cc0c53.csv,0,Gaussian,1.0,0,Gaussian,1.0,1,
313,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,0.5
314,,,,,,,,,
315,rds_cpu_utilization_cc0c53.csv,0,Gaussian,1.0,0,Gaussian,1.0,1,
316,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,0.6000000000000001
317,,,,,,,,,
318,rds_cpu_utilization_cc0c53.csv,0,Gaussian,1.0,0,Gaussian,1.0,1,
319,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,0.7000000000000001
320,,,,,,,,,
321,rds_cpu_utilization_cc0c53.csv,0,Gaussian,1.0,0,Gaussian,1.0,1,
322,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,0.8
323,,,,,,,,,
324,rds_cpu_utilization_cc0c53.csv,0,Gaussian,1.0,0,Gaussian,1.0,1,
325,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,0.9
326,,,,,,,,,
327,rds_cpu_utilization_cc0c53.csv,0,Gaussian,1.0,0,Gaussian,1.0,1,
328,ec2_cpu_utilization_5f5533.csv,0.0,KMeans,0.57142857,1,KMeans,1.0,1.0,1.0
329,,,,,,,,,
330,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
331,ec2_cpu_utilization_77c1ca.csv,0.0,KMeans,0.03921569,1,KMeans,0.57142857,1.0,0.0
332,,,,,,,,,
333,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
334,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.1
335,,,,,,,,,
336,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
337,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.2
338,,,,,,,,,
339,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
340,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.30000000000000004
341,,,,,,,,,
342,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
343,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.4
344,,,,,,,,,
345,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
346,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.5
